id,unit_type,no_of_room,no_of_bed,no_of_bath,host_id,host_name,neighbourhood_group,neighbourhood,city,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,number_of_reviews_ltm,rating,license,is_new,calendar.count_demand,calendar.min_night,calendar.max_night
18589,Home , 1 bedroom , 1 bed , 1 private bath,71508,Sylvain & Alexis,,Grandview-Woodland,Vancouver ,49.27569,-123.07057,Private room,99,1,514,12/9/2023,3.37,1,59,4.98,License,N,232,1,1125
18795,Home , 1 bedroom , 1 bed , 1 private bath,70137,Kai,,West End,Vancouver ,49.28299,-123.13008,Private room,75,30,131,6/1/2023,0.85,4,3,4.56,License,N,26,30,360
19621,Rental unit , 2 bedrooms , 2 beds , 2 baths,74380,Shirin,,Downtown,Vancouver ,49.27323,-123.12032,Entire home/apt,250,30,2,7/25/2022,0.11,2,0,0,Unlicense,null,235,30,45
20085,Guest suite , 2 bedrooms , 2 beds , 1 bath,75986,Tony And Rachel,,Kensington-Cedar Cottage,Vancouver ,49.25636,-123.08636,Entire home/apt,99,30,78,6/1/2023,0.46,1,2,4.8,Unlicense,N,8,30,365
21912,Home , 1 bedroom , 1 bed , 1 private bath,83871,Adam,,Renfrew-Collingwood,Vancouver ,49.23361,-123.05283,Private room,70,30,398,11/14/2023,2.63,4,24,4.72,License,N,228,29.74561404,65
21913,Home , 1 bedroom , 1 bed , 1 bath,83871,Adam,,Renfrew-Collingwood,Vancouver ,49.23442,-123.05307,Entire home/apt,72,30,233,11/1/2023,1.58,4,10,4.75,License,N,230,28.61304348,95
24273,Rental unit , 2 bedrooms , 3 beds , 1 bath,1267409,Julia,,Kitsilano,Vancouver ,49.26216,-123.1715,Entire home/apt,150,30,17,11/5/2023,0.13,2,1,5,License,N,123,30,365
26047,Condo , 1 bedroom , 2 beds , 1 bath,109845,Alicia,,Downtown,Vancouver ,49.28086,-123.12375,Entire home/apt,169,30,44,11/18/2023,0.29,4,5,4.75,Unlicense,N,268,30,1125
33150,Rental unit , 1 bedroom , 2 beds , 1 bath,143724,Ili,,Riley Park,Vancouver ,49.24677,-123.1048,Entire home/apt,125,4,129,11/25/2023,0.84,1,32,4.97,License,N,66,4,1125
35304,Home , 1 bedroom , 1 bed , 1 bath,151996,Howie And Lisa,,Grandview-Woodland,Vancouver ,49.2729,-123.06973,Entire home/apt,99,3,586,12/10/2023,3.61,1,62,4.76,License,N,86,3,1125
42645,Condo , 1 bedroom , 2 beds , 1 bath,109845,Alicia,,Downtown,Vancouver ,49.28036,-123.1234,Entire home/apt,169,30,33,8/21/2022,0.2,4,0,4.79,Unlicense,N,214,30,1125
49736,Condo , Studio , 1 bed , 1 bath,227101,Sarah,,Kitsilano,Vancouver ,49.26778,-123.14674,Entire home/apt,0,31,9,8/22/2016,0.06,1,0,4.89,Unlicense,N,365,31,1125
70453,Home , 2 bedrooms , 2 beds , 1.5 baths,56709,Samantha Jo,,Downtown Eastside,Vancouver ,49.27836,-123.08716,Entire home/apt,391,3,37,9/5/2023,0.36,3,6,4.95,License,N,361,3,30
73841,Rental unit , 1 bedroom , 1 bed , 1 bath,386761,Ying Ying,,Downtown,Vancouver ,49.27591,-123.12359,Entire home/apt,139,30,23,11/12/2023,0.15,1,4,4.74,Unlicense,N,280,30,1125
77157,Guest suite , 1 bedroom , 3 beds , 1 bath,412802,Anne,,Arbutus Ridge,Vancouver ,49.2452,-123.16544,Entire home/apt,125,2,771,11/24/2023,4.97,2,55,4.82,License,N,75,2,1125
98830,Rental unit , 1 bedroom , 1 bed , 1 bath,520997,Cristina,,Downtown,Vancouver ,49.27936,-123.12443,Entire home/apt,0,28,271,10/29/2023,1.77,1,3,4.88,License,N,365,28.09863014,1125
125176,Home , 1 bedroom , 2 beds , 1 private bath,622926,Mark,,Riley Park,Vancouver ,49.24615,-123.09462,Private room,90,3,662,12/4/2023,4.39,1,64,4.67,License,N,358,2.994413408,30
134688,Home , 2 bedrooms , 1 bed , 1 shared bath,653436,Pirike,,Renfrew-Collingwood,Vancouver ,49.24356,-123.04757,Private room,90,30,44,8/2/2023,0.29,5,2,4.6,Unlicense,N,96,30,1125
140698,Home , 1 bedroom , 2 beds , 1 private bath,69640,Stephen,,Mount Pleasant,Vancouver ,49.26262921,-123.1044384,Private room,125,5,164,11/28/2023,1.08,1,18,4.86,Unlicense,N,298,4.969798658,1125
172827,Condo , 2 bedrooms , 2 beds , 2 baths,19982,Fernande,,Downtown,Vancouver ,49.28034,-123.12648,Entire home/apt,0,10,7,12/28/2019,0.11,1,0,4.86,License,N,365,10,21
182451,Guest suite , 1 bedroom , 1 bed , 1 bath,874660,Penny,,Kitsilano,Vancouver ,49.25808,-123.16824,Entire home/apt,131,30,58,12/1/2023,0.39,1,1,4.88,License,N,236,30,365
196722,Townhouse , 3 bedrooms , 4 beds , 3.5 baths,958297,Elana & Gary,,Grandview-Woodland,Vancouver ,49.2634,-123.0712,Entire home/apt,0,7,13,8/17/2019,0.11,1,0,4.38,License,N,365,7,30
219261,Rental unit , 2 bedrooms , 2 beds , 1 bath,1135259,Rami,,Kitsilano,Vancouver ,49.2719,-123.15043,Entire home/apt,123,30,256,10/31/2023,2.89,3,25,4.6,License,N,51,30,1125
248014,Home , 2 bedrooms , 2 beds , 1 bath,1299977,Gabriella,,Grandview-Woodland,Vancouver ,49.29103,-123.05782,Entire home/apt,100,30,1,9/4/2014,0.01,1,0,0,Unlicense,null,147,30,90
254657,Loft , 1 bedroom , 1 bed , 1 bath,241920,Scott,,Downtown Eastside,Vancouver ,49.28375,-123.10383,Entire home/apt,298,3,95,10/16/2023,0.76,1,12,4.93,License,N,331,3,365
256178,Home , 2 bedrooms , 4 beds , 1 bath,1267409,Julia,,Kitsilano,Vancouver ,49.26293,-123.17143,Entire home/apt,145,30,24,5/30/2023,0.18,2,1,5,License,N,365,30,1125
257163,Rental unit , 1 bedroom , 2 beds , 1.5 baths,70797,Adrianna,,Kensington-Cedar Cottage,Vancouver ,49.23841,-123.0651,Private room,65,14,42,10/20/2021,0.29,1,0,4.88,License,N,293,14,60
311354,Home , 3 bedrooms , 3 beds , 2 baths,58512,Q,,Grandview-Woodland,Vancouver ,49.26328,-123.07086,Entire home/apt,100,365,6,12/21/2019,0.08,5,0,4,License,N,276,365,365
322824,Condo , 1 bedroom , 1 bed , 1 bath,1652613,Blake,,Downtown,Vancouver ,49.27608,-123.12452,Entire home/apt,145,30,156,12/1/2023,1.09,2,5,4.89,Unlicense,N,270,33.87037037,1125
323090,Rental unit , 1 bedroom , 1 bed , 1 bath,1555022,Katya And Nick,,Downtown,Vancouver ,49.28244,-123.12293,Entire home/apt,168,30,72,9/1/2023,0.51,2,2,4.77,Unlicense,N,365,30,31
359942,Rental unit , 2 bedrooms , 1 bed , 1 shared bath,1200456,Nala,,Downtown,Vancouver ,49.27634,-123.11825,Private room,255,30,46,9/11/2022,0.32,5,0,4.86,License,N,1,30,1125
377706,Condo , 1 bedroom , 1 bed , 1 private bath,1898008,Tina,,Grandview-Woodland,Vancouver ,49.27799,-123.07101,Private room,0,30,58,10/11/2022,0.42,1,0,4.69,Unlicense,N,365,30,60
415700,Home , 1 bedroom , 1 bed , 1 private bath,83871,Adam,,Renfrew-Collingwood,Vancouver ,49.2332,-123.0551,Private room,71,30,259,11/5/2023,1.82,4,23,4.75,License,N,233,30,95
436032,Loft , 2 bedrooms , 2 beds , 1 bath,2165986,Kristy,,Downtown Eastside,Vancouver ,49.28211,-123.10453,Entire home/apt,285,3,154,11/11/2023,1.09,1,24,4.83,License,N,38,3,1125
448104,Condo , 1 bedroom , 1 bed , 1 bath,179396,Lili,,Downtown,Vancouver ,49.28063,-123.12502,Entire home/apt,158,30,269,6/2/2023,1.91,2,4,4.88,License,N,274,46.90875912,1125
461370,Home , 1 bedroom , 1 bed , 1 private bath,1200456,Nala,,Killarney,Vancouver ,49.22834,-123.03047,Private room,153,2,51,9/4/2023,0.37,5,4,4.67,License,N,0,0,0
461386,Home , 1 bedroom , 1 bed , 1 private bath,1200456,Nala,,Killarney,Vancouver ,49.23034,-123.02971,Private room,153,2,44,9/25/2023,0.31,5,4,4.45,License,N,2,2,1125
464172,Home , 2 bedrooms , 2 beds , 1 bath,2189535,Martine,,Hastings-Sunrise,Vancouver ,49.28481293,-123.0547943,Entire home/apt,108,1,14,12/11/2023,0.11,1,9,4.86,License,N,211,2,1044.241706
475296,Loft , 1 bedroom , 1 bed , 1.5 baths,2356016,Jocelyn,,Downtown Eastside,Vancouver ,49.28241,-123.10381,Entire home/apt,1000,2,226,11/5/2023,1.79,1,32,4.85,License,N,11,2,1125
496298,Rental unit , 1 bedroom , 3 beds , 1 bath,2451689,Marlin,,Downtown,Vancouver ,49.28062,-123.11815,Entire home/apt,127,31,165,11/25/2023,1.18,1,7,4.92,Unlicense,N,236,31,365
498112,Home , 4 bedrooms , 4 beds , 2 baths,2459577,Allison,,Kensington-Cedar Cottage,Vancouver ,49.25099,-123.07457,Entire home/apt,475,5,36,7/29/2023,0.26,2,1,4.71,License,N,274,5,180
507767,Serviced apartment , 1 bedroom , 1 bed , 1 bath,2502595,Level Hotels And Furnished Suites,,Downtown,Vancouver ,49.27741,-123.12292,Entire home/apt,260,30,4,7/31/2023,0.03,41,1,5,Unlicense,N,49,30,1125
540348,Home , 3 bedrooms , 3 beds , 1 bath,2655554,Kristen,,Kensington-Cedar Cottage,Vancouver ,49.25759,-123.06393,Entire home/apt,486,1,92,9/13/2023,0.73,1,31,4.92,License,N,18,1,1125
557357,Home , 1 bedroom , 1 bed , 1 bath,525761,Diane,,Grandview-Woodland,Vancouver ,49.27917,-123.06246,Entire home/apt,90,30,194,10/31/2022,1.4,1,0,4.89,License,N,279,30,1125
622217,Condo , 3 bedrooms , 3 beds , 2 baths,3084195,Arash,,Downtown,Vancouver ,49.27999,-123.1075,Entire home/apt,575,2,61,10/11/2023,0.48,2,6,4.97,License,N,10,2,365
625396,Home , 1 bedroom , 2 beds , 1 bath,3102862,The Vancouver Connection!,,Kitsilano,Vancouver ,49.27065532,-123.1829131,Entire home/apt,310,2,190,11/25/2023,1.37,1,21,4.77,License,N,257,2,7
648026,Guest suite , 1 bedroom , 1 bed , 1 bath,893727,Peter & Robin,,Grandview-Woodland,Vancouver ,49.26775,-123.06862,Entire home/apt,88,30,66,8/5/2023,0.48,1,2,4.88,License,N,316,30,1125
654744,Rental unit , 2 bedrooms , 3 beds , 2 baths,2796859,James,,West End,Vancouver ,49.29178,-123.14175,Entire home/apt,150,30,75,10/29/2023,0.59,1,6,4.74,License,N,199,30,1125
654763,Guest suite , 1 bedroom , 1 bed , 1 bath,2459577,Allison,,Kensington-Cedar Cottage,Vancouver ,49.2506,-123.07175,Entire home/apt,52,30,22,5/14/2023,0.17,2,2,4.73,Unlicense,N,364,30,1125
659986,Home , 1 bedroom , 1 bed , 1 private bath,84820,Chris,,South Cambie,Vancouver ,49.24413,-123.11955,Private room,100,31,27,5/6/2018,0.2,1,0,4.33,License,N,365,31,365
703179,Condo , 1 bedroom , 1 bed , 1 bath,3246254,Izabela,,Downtown,Vancouver ,49.27945,-123.10875,Entire home/apt,0,3,181,10/26/2023,1.36,1,8,4.8,License,N,365,1,30
713271,Rental unit , 1 bedroom , 1 bed , 1 bath,3671073,Susan,,West End,Vancouver ,49.28104,-123.13621,Entire home/apt,135,30,94,11/6/2023,0.74,1,6,4.78,Unlicense,N,131,30,120
731219,Guesthouse , 1 bedroom , 2 beds , 1 bath,3804851,Fran & Julian,,Kitsilano,Vancouver ,49.26026,-123.18195,Entire home/apt,155,31,13,10/11/2022,0.1,1,0,4.92,Unlicense,N,329,31,365
755558,Guest suite , 2 bedrooms , 2 beds , 1 bath,3976484,Lori,,Kitsilano,Vancouver ,49.25996,-123.16653,Entire home/apt,0,2,78,1/23/2021,0.62,1,0,4.86,License,N,365,2,1125
763445,Guest suite , 1 bedroom , 1 bed , 1 bath,169365,Peter,,Renfrew-Collingwood,Vancouver ,49.24438,-123.04453,Entire home/apt,0,3,237,11/29/2023,1.78,1,38,4.78,License,N,365,4,13
771366,Serviced apartment , Studio , 1 bed , 1 bath,2502595,Level Hotels And Furnished Suites,,Downtown,Vancouver ,49.27835083,-123.1224136,Entire home/apt,240,30,10,9/4/2023,0.08,41,4,5,Unlicense,N,24,30,1125
784153,Guest suite , 1 bedroom , 1 bed , 1 bath,3211112,Rasha,,Kitsilano,Vancouver ,49.26186,-123.17438,Entire home/apt,83,31,62,11/18/2023,0.47,3,7,4.78,Unlicense,N,95,31,1125
771380,Serviced apartment , 2 bedrooms , 3 beds , 2 baths,2502595,Level Hotels And Furnished Suites,,Downtown,Vancouver ,49.27835083,-123.1224136,Entire home/apt,385,30,11,9/2/2023,0.08,41,2,4.73,Unlicense,N,0,0,0
785297,Guest suite , 1 bedroom , 1 bed , 1 private bath,3211112,Rasha,,Kitsilano,Vancouver ,49.26355,-123.17326,Private room,92,14,84,11/2/2023,0.62,3,7,4.86,License,N,141,14,1125
785752,Guest suite , 2 bedrooms , 3 beds , 2 baths,3211112,Rasha,,Kitsilano,Vancouver ,49.26213,-123.17482,Entire home/apt,125,31,3,9/17/2016,0.02,3,0,5,Unlicense,N,154,31,365
796603,Rental unit , 1 bedroom , 1 bed , 1 shared bath,4196444,Milorad,,West End,Vancouver ,49.28087,-123.13525,Shared room,30,30,0,null,0,1,0,0,Unlicense,null,365,30,60
801222,Rental unit , 1 bedroom , 1 bed , 1 bath,4217281,Jennifer,,Fairview,Vancouver ,49.25804,-123.12119,Entire home/apt,95,30,23,10/26/2021,0.18,3,0,4.59,Unlicense,N,4,30,1125
824612,Guest suite , 1 bedroom , 1 bed , 1 bath,4326869,Marketa,,Hastings-Sunrise,Vancouver ,49.28618,-123.05403,Entire home/apt,84,31,74,12/11/2023,0.56,1,5,4.61,Unlicense,N,221,31,1124
875309,Home , 2 bedrooms , 2 beds , 1.5 baths,4621004,Judy,,Kitsilano,Vancouver ,49.27073,-123.16325,Entire home/apt,0,7,35,8/27/2023,0.27,1,1,4.74,License,N,365,7,30
885600,Guest suite , 1 bedroom , 1 bed , 1 bath,4693732,David & Patti,,Dunbar Southlands,Vancouver ,49.24803,-123.18517,Entire home/apt,140,3,275,11/25/2023,2.09,1,36,4.92,License,N,185,3.064864865,120
961006,Guest suite , 2 bedrooms , 2 beds , 1 bath,5233549,Joyce,,Riley Park,Vancouver ,49.23569,-123.10987,Entire home/apt,0,1,6,7/21/2017,0.05,4,0,4.33,License,N,365,1,365
961831,Home , 1 bedroom , 1 bed , 1 shared bath,3751879,Jayden,,Kitsilano,Vancouver ,49.26648,-123.15939,Private room,99,4,42,9/24/2023,1.2,2,6,5,License,N,280,4,30
980511,Rental unit , Studio , 1 bed , 1 bath,600607,Martello,,Downtown,Vancouver ,49.27489,-123.12654,Entire home/apt,0,30,11,7/26/2023,0.11,33,2,4.73,Unlicense,N,365,30,365
995174,Rental unit , 2 bedrooms , 2 beds , 2 baths,600607,Martello,,West End,Vancouver ,49.28837,-123.12766,Entire home/apt,0,30,15,2/13/2023,0.12,33,2,4.6,Unlicense,N,365,30,90
1012385,Home , 1 bedroom , 1 bed , 1.5 baths,5569906,Mark Anthony,,Mount Pleasant,Vancouver ,49.25674176,-123.0873968,Entire home/apt,84,2,364,11/27/2023,2.82,1,46,4.79,License,N,220,2,365
1015935,Guesthouse , Studio , 1 bed , 1 bath,56709,Samantha Jo,,Downtown Eastside,Vancouver ,49.2804,-123.08908,Entire home/apt,125,30,217,10/13/2023,1.7,3,3,4.8,License,N,253,30,90
1021607,Condo , Studio , 2 beds , 1 bath,5623565,Hajime,,Downtown,Vancouver ,49.27747,-123.12098,Entire home/apt,70,30,110,10/1/2023,0.85,1,7,4.85,Unlicense,N,316,30,365
1032892,Home , 1 bedroom , 1 bed , 1 private bath,2378744,Lori,,Grandview-Woodland,Vancouver ,49.27241,-123.06332,Private room,125,2,131,11/20/2023,1.02,1,36,4.85,License,N,210,2,1125
1061895,Condo , 1 bedroom , 1 bed , 1.5 baths,5845838,Jenny,,Renfrew-Collingwood,Vancouver ,49.24166,-123.0407,Private room,86,2,86,10/29/2023,0.93,1,14,4.73,License,N,353,2,14
1092176,Rental unit , 1 bedroom , 2 beds , 1 bath,3322593,Ricardo,,West End,Vancouver ,49.2843,-123.13119,Entire home/apt,200,3,55,9/16/2023,0.43,2,1,4.6,License,N,333,3.03003003,90
1109821,Rental unit , 1 bedroom , 1 bed , 1 bath,600607,Martello,,West End,Vancouver ,49.29258,-123.13446,Entire home/apt,0,365,11,3/23/2019,0.09,33,0,4.45,Unlicense,N,365,365,365
1113551,Home , 4 bedrooms , 6 beds , 2 baths,5231060,Liz,,Kitsilano,Vancouver ,49.26110077,-123.1595459,Entire home/apt,780,7,48,8/5/2023,0.38,1,6,4.85,License,N,255,7,1125
1118858,Home , 1 bedroom , 1 bed , 1 private bath,70137,Kai,,West End,Vancouver ,49.28239,-123.13021,Private room,75,30,61,12/30/2022,0.48,4,1,4.55,License,N,5,30,360
1141457,Guest suite , 2 bedrooms , 2 beds , 1 bath,6067405,Paige And Grant,,Downtown Eastside,Vancouver ,49.27925,-123.08814,Entire home/apt,103,3,330,11/26/2023,2.56,1,31,4.73,License,N,165,3,1125
1178149,Guest suite , 1 bedroom , 1 bed , 1 bath,6165412,Sylvia,,Hastings-Sunrise,Vancouver ,49.26957,-123.04828,Entire home/apt,114,3,83,12/1/2023,1.26,1,22,4.92,License,N,193,2.989637306,10
1187929,Home , 2 bedrooms , 2 beds , 2 baths,6495937,Janet,,Kensington-Cedar Cottage,Vancouver ,49.24965,-123.07027,Entire home/apt,199,5,122,9/4/2023,0.96,1,14,4.85,License,N,320,5,1125
1191143,Home , 3 bedrooms , 3 beds , 1.5 baths,598979,Mary,,Kitsilano,Vancouver ,49.26716,-123.17653,Entire home/apt,300,6,16,4/16/2023,0.14,2,1,4.75,License,N,263,6,9
1214617,Guest suite , 2 bedrooms , 2 beds , 1 bath,6630357,Divina And Viv,,Grandview-Woodland,Vancouver ,49.26731,-123.06909,Entire home/apt,179,3,246,10/25/2023,1.94,1,23,4.87,License,N,251,2.984063745,1125
1223989,Condo , Studio , 1 bed , 1 bath,6677154,Amanda,,Downtown,Vancouver ,49.27843,-123.12901,Entire home/apt,0,90,99,1/31/2021,0.78,1,0,4.85,Unlicense,N,365,90,1125
1229506,Home , 3 bedrooms , 3 beds , 2.5 baths,1742728,Karen,,Grandview-Woodland,Vancouver ,49.26596,-123.06844,Entire home/apt,520,3,14,8/7/2023,0.11,1,3,4.92,License,N,28,3,1125
1273760,Boutique hotel , 1 bedroom , 2 beds , 1 private bath,6033,Cam,,Downtown,Vancouver ,49.28478,-123.1192,Private room,183,2,583,11/27/2023,4.59,2,64,4.86,Unlicense,N,64,2,1125
1291394,Guest suite , 3 bedrooms , 4 beds , 2 baths,7021457,Leila,,Kitsilano,Vancouver ,49.26889,-123.18543,Entire home/apt,150,30,43,8/31/2023,0.34,2,4,4.88,License,N,140,30,1125
1309315,Home , 4 bedrooms , 4 beds , 3 baths,7116781,Hugh & Caryn,,Mount Pleasant,Vancouver ,49.26719,-123.10982,Entire home/apt,0,5,7,8/29/2022,0.06,1,0,4.29,License,N,365,5,14
1316477,Rental unit , 1 bedroom , 1 bed , 1 bath,600607,Martello,,Downtown,Vancouver ,49.27859,-123.11993,Entire home/apt,0,90,7,9/30/2020,0.07,33,0,4.86,Unlicense,N,365,90,180
1343411,Condo , 1 bedroom , 1 bed , 1 bath,6904778,Mari,,Downtown Eastside,Vancouver ,49.27627,-123.10013,Entire home/apt,0,1,54,11/22/2020,0.54,1,0,4.7,License,N,365,1,10
1360765,Rental unit , 1 bedroom , 1 bed , 1 bath,7338933,Sadiq,,Downtown,Vancouver ,49.284,-123.11432,Entire home/apt,110,30,122,10/31/2023,0.96,3,7,4.76,Unlicense,N,90,30,1125
1365609,Rental unit , 1 bedroom , 1 bed , 1 bath,7336501,Maha,,West End,Vancouver ,49.27932,-123.12911,Entire home/apt,123,4,187,12/5/2023,1.48,1,38,4.89,License,N,308,3.915584416,120
1343519,Home , 1 bedroom , 1 bed , 1 private bath,70137,Kai,,West End,Vancouver ,49.28247,-123.13068,Private room,75,30,71,11/2/2023,0.61,4,3,4.48,License,N,0,0,0
1393599,Condo , 2 bedrooms , 2 beds , 2 baths,2118525,Slavica,,Downtown,Vancouver ,49.27393,-123.10069,Entire home/apt,250,30,1,12/10/2022,0.08,1,0,0,Unlicense,null,185,30,1125
1399744,Rental unit , 2 bedrooms , 4 beds , 2 baths,7560143,Sandy,,Mount Pleasant,Vancouver ,49.26964,-123.11064,Entire home/apt,450,30,13,5/17/2023,0.11,1,1,4.77,Unlicense,N,183,30,1125
1502887,Rental unit , 2 bedrooms , 2 beds , 2 baths,600607,Martello,,Downtown,Vancouver ,49.29014,-123.12716,Entire home/apt,0,180,5,12/1/2018,0.04,33,0,4.8,Unlicense,N,365,180,360
1507975,Home , 1 bedroom , 1 bed , 1 private bath,51695,Natasha & Paolo,,Riley Park,Vancouver ,49.24882,-123.09121,Private room,81,3,342,10/9/2023,2.72,1,33,4.72,License,N,310,3.096774194,1125
1525113,Rental unit , Studio , 1 bed , 1 bath,600607,Martello,,West End,Vancouver ,49.29101,-123.14085,Entire home/apt,70,30,18,9/12/2023,0.15,33,5,4.5,Unlicense,N,323,30,365
1610084,Guesthouse , Studio , 2 beds , 1 bath,8556789,Lana,,Kensington-Cedar Cottage,Vancouver ,49.25935559,-123.0613136,Entire home/apt,183,2,189,11/26/2023,1.51,1,28,4.88,License,N,54,3.462962963,1125
1623556,Home , 2 bedrooms , 2 beds , 1 bath,8633501,Robin,,Riley Park,Vancouver ,49.25259,-123.09292,Entire home/apt,110,3,338,11/28/2023,2.71,1,40,4.66,License,N,217,2.98156682,14
1629480,Guest suite , 1 bedroom , 1 bed , 1 bath,8660533,Tracy And Richard,,Riley Park,Vancouver ,49.25225,-123.10756,Entire home/apt,80,30,143,12/3/2023,1.23,1,5,4.82,Unlicense,N,247,30,145
1657214,Loft , 2 bedrooms , 2 beds , 2 baths,8784861,Dianna,,Downtown Eastside,Vancouver ,49.28167,-123.10984,Entire home/apt,250,30,6,10/1/2023,0.05,1,1,5,Unlicense,N,199,30,1125
1717967,Rental unit , 2 bedrooms , 2 beds , 1 bath,9057463,Mary,,Riley Park,Vancouver ,49.24778,-123.09867,Entire home/apt,150,2,357,12/3/2023,2.92,1,36,4.92,License,N,199,2,60
1733307,Condo , 1 bedroom , 3 beds , 1 bath,9131888,Cindy,,Downtown,Vancouver ,49.27781,-123.10637,Entire home/apt,199,1,152,11/25/2023,5.5,1,69,4.85,License,N,356,1,1125
1768817,Guest suite , 1 bedroom , 1 bed , 1 bath,9041076,Lynn,,Riley Park,Vancouver ,49.24489,-123.10302,Entire home/apt,95,30,72,11/2/2023,0.6,1,3,4.9,License,N,47,30,90
1703616,Rental unit , 1 bedroom , 1 bed , 1.5 baths,8993938,James And Jewel,,Kitsilano,Vancouver ,49.26548,-123.14579,Entire home/apt,130,30,3,5/28/2023,0.15,1,2,4.33,Unlicense,N,0,0,0
1820919,Townhouse , 3 bedrooms , 3 beds , 2.5 baths,7281178,Jodi,,Mount Pleasant,Vancouver ,49.2585,-123.11479,Entire home/apt,395,2,88,10/23/2023,1.22,1,30,4.94,License,N,356,2,1125
1830733,Guest suite , 1 bedroom , 1 bed , 1 bath,9575419,Elana & Claudio,,Downtown Eastside,Vancouver ,49.27866,-123.08627,Entire home/apt,150,2,269,11/26/2023,2.2,4,14,4.9,License,N,200,2,1125
1850984,Rental unit , 2 bedrooms , 2 beds , 1 bath,1007186,Bryn,,Strathcona,Vancouver ,49.26772,-123.0975,Entire home/apt,0,4,36,7/23/2023,0.3,1,5,4.81,License,N,365,77.41369863,365
1869071,Rental unit , 1 bedroom , 1 bed , 1 bath,600607,Martello,,Downtown,Vancouver ,49.28216,-123.12438,Entire home/apt,83,30,5,11/16/2023,0.05,33,1,4,Unlicense,N,365,30,90
1898584,Condo , Studio , 1 bed , 1 bath,9862171,John,,Downtown,Vancouver ,49.27915,-123.10642,Entire home/apt,82,90,37,8/28/2023,0.3,1,1,4.76,Unlicense,N,290,90,1125
1932171,Home , 1 bedroom , 1 bed , 1 bath,5026894,Lois,,Grandview-Woodland,Vancouver ,49.26861,-123.06666,Entire home/apt,0,31,11,8/28/2018,0.12,1,0,4.64,Unlicense,N,365,31,1125
1936740,Rental unit , 1 bedroom , 1 bed , 1 bath,5510458,Alison,,Shaughnessy,Vancouver ,49.25646,-123.14563,Entire home/apt,100,30,0,null,0,1,0,0,Unlicense,null,1,30,1124
1962072,Townhouse , 2 bedrooms ,null, 2.5 baths,3580181,Adele,,Mount Pleasant,Vancouver ,49.26,-123.10807,Entire home/apt,200,31,1,12/26/2015,0.01,1,0,0,License,null,221,31,180
1995592,Home , 2 bedrooms , 4 beds , 1 private bath,10285482,Allan And Ellen,,Kitsilano,Vancouver ,49.263252,-123.164825,Private room,110,2,346,11/20/2023,2.84,1,32,4.62,License,N,287,2,1125
2003897,Condo , 1 bedroom , 1 bed , 1 bath,10317553,Rita,,Fairview,Vancouver ,49.26263,-123.11627,Entire home/apt,130,120,2,2/3/2014,0.02,1,0,0,Unlicense,null,293,120,1125
2011559,Home , 4 bedrooms , 4 beds , 3 baths,9372276,Rica,,Kitsilano,Vancouver ,49.26057,-123.15881,Entire home/apt,594,5,43,8/25/2023,0.47,1,5,4.91,License,N,316,5,1125
2033952,Rental unit , 1 bedroom , 1 bed , 1 bath,557301,Tyler,,Kitsilano,Vancouver ,49.26715,-123.15325,Entire home/apt,0,2,6,9/9/2020,0.12,1,0,4.67,License,N,365,2,1125
2041582,Rental unit , 2 bedrooms , 2 beds , 1 bath,1728615,Francois,,Kitsilano,Vancouver ,49.2753,-123.14721,Entire home/apt,125,30,253,8/31/2023,2.17,1,6,4.96,License,N,51,30,1125
2042431,Rental unit , 1 bedroom , 2 beds , 1 bath,9582918,Sandy,,Downtown,Vancouver ,49.28005,-123.11659,Entire home/apt,135,30,139,9/30/2023,1.16,2,5,4.9,Unlicense,N,170,30,365
2046259,Guest suite , 2 bedrooms , 2 beds , 1 bath,5233549,Joyce,,Riley Park,Vancouver ,49.23573,-123.10819,Entire home/apt,0,1,7,7/24/2018,0.08,4,0,4.43,License,N,365,1,1125
2056676,Rental unit , 1 bedroom , 2 beds , 1 bath,7338933,Sadiq,,Downtown,Vancouver ,49.27393,-123.11599,Entire home/apt,110,30,95,9/30/2023,0.78,3,4,4.47,License,N,15,30,1125
2084273,Home , 1 bedroom , 1 bed , 1.5 baths,7940236,Renee,,Renfrew-Collingwood,Vancouver ,49.24976,-123.03547,Private room,85,31,46,9/15/2023,0.39,5,2,4.85,Unlicense,N,171,31,1125
2092610,Condo , 1 bedroom , 1 bed , 1 bath,1172047,Trevor,,Mount Pleasant,Vancouver ,49.2655,-123.0969,Entire home/apt,125,30,46,8/21/2023,0.38,2,4,4.74,Unlicense,N,22,30,180
2106364,Home , 1 bedroom , 1 bed , 1.5 baths,7940236,Renee,,Renfrew-Collingwood,Vancouver ,49.24958,-123.0359,Private room,75,31,35,10/10/2023,0.29,5,7,4.77,Unlicense,N,116,31,1125
2163742,Rental unit , 1 bedroom , 1 bed , 1 shared bath,5656886,Brandi,,Kensington-Cedar Cottage,Vancouver ,49.26199,-123.07408,Private room,78,2,132,10/2/2023,1.12,1,17,4.8,License,N,195,2,1125
2168943,Townhouse , 2 bedrooms , 2 beds , 2 baths,11065739,Catherine,,Fairview,Vancouver ,49.25972,-123.14269,Entire home/apt,0,7,14,3/19/2018,0.12,1,0,4.93,Unlicense,N,365,7,30
